% group, behavior, feature, sample size, z-score
npf>chrimson, Song, dtheta, 371,    6.41
chrimson/+, Social_Clustering, dtheta, 7503,    6.41
npf>chrimson, not Song, a, 303,    6.41
npf>chrimson, Turn, absanglefrom1to2_nose2ell, 100753,    6.41
npf>chrimson, not Jump, velmag_nose, 887,    6.41
npf/+, not Social_Clustering, closestfly_nose2ell_angle_min30to30, 4627,     6.4
chrimson/+, Jump, absthetadiff_nose2ell, 510,     6.4
chrimson/+, Short_distance_Approach, anglefrom1to2_anglesub, 2083,     6.4
chrimson/+, not Turn, anglefrom1to2_anglesub, 115629,     6.4
npf>chrimson, Turn, closestfly_nose2ell, 100753,    6.39
npf>chrimson, Turn, closestfly_nose2tail, 100753,    6.39
npf/+, not Long_Distance_Approach, nflies_close, 14142,    6.39
npf/+, not Long_Distance_Approach, absthetadiff_anglesub, 14142,    6.38
npf/+, not Short_distance_Approach, signdtheta, 2605,    6.38
chrimson/+, Social_Clustering, absdtheta, 7503,    6.38
npf/+, Turn, closestfly_nose2ell_angle_30tomin30, 127105,    6.36
npf/+, Turn, closestfly_nose2tail, 127105,    6.36
npf/+, Turn, closestfly_ell2nose, 127105,    6.36
npf/+, not Touch, angleonclosestfly, 17512,    6.36
chrimson/+, Chase_hadar, anglesub, 13799,    6.36
chrimson/+, not Touch, absthetadiff_nose2ell, 16698,    6.35
npf/+, Short_distance_Approach, closestfly_nose2ell, 2685,    6.34
chrimson/+, not Chase_hadar, closestfly_nose2ell_angle_30tomin30, 13719,    6.34
npf/+, Short_distance_Approach, closestfly_ell2nose, 2685,    6.34
npf/+, Turn, closestfly_nose2ell, 127105,    6.34
chrimson/+, Social_Clustering, closestfly_ell2nose, 7503,    6.33
chrimson/+, Social_Clustering, dangle2wall, 7503,    6.32
npf>chrimson, Chain_hadar, ecc, 1125,    6.32
npf/+, Song, absdtheta, 527,    6.31
npf>chrimson, Song, dangle2wall, 371,    6.31
npf/+, Turn, anglesub, 127105,    6.31
chrimson/+, not Short_distance_Approach, dnose2ell_angle_min30to30, 2003,    6.31
npf/+, Jump, closestfly_nose2ell_angle_min20to20, 1293,    6.31
npf>chrimson, not Turn, anglefrom1to2_anglesub, 100683,    6.31
npf>chrimson, not Song, signdtheta, 303,    6.31
chrimson/+, not Short_distance_Approach, dnose2ell_angle_min20to20, 2003,     6.3
npf/+, not Jump, ddcenter, 1214,     6.3
chrimson/+, Grooming, absthetadiff_anglesub, 56810,    6.29
chrimson/+, Turn, closestfly_anglesub, 115709,    6.29
npf>chrimson, not Touch, timestamps, 16271,    6.29
chrimson/+, Long_Distance_Approach, absphidiff_nose2ell, 9843,    6.28
npf>chrimson, Chain_hadar, angle2wall, 1125,    6.28
chrimson/+, Song, dtheta, 469,    6.27
npf>chrimson, Social_Clustering, absdtheta, 5932,    6.27
npf/+, Social_Clustering, absdtheta, 4707,    6.27
npf/+, not Jump, yaw, 1214,    6.25
chrimson/+, not Short_distance_Approach, ecc, 2003,    6.25
npf>chrimson, Grooming, absthetadiff_anglesub, 47391,    6.24
npf/+, Song, dtheta, 527,    6.23
npf/+, not Turn, angle2wall, 127025,    6.23
npf>chrimson, not Grooming, phisideways, 47321,    6.22
npf>chrimson, not Short_distance_Approach, dnose2ell_angle_30tomin30, 2509,    6.22
npf>chrimson, not Social_Clustering, absphidiff_anglesub, 5862,    6.22
npf>chrimson, Social_Clustering, dtheta, 5932,    6.22
chrimson/+, not Chase_hadar, closestfly_center, 13719,    6.22
chrimson/+, Grooming, yaw, 56810,    6.21
chrimson/+, Song, absdtheta, 469,    6.21
npf/+, Turn, anglefrom1to2_anglesub, 127105,    6.21
npf/+, Chase_hadar, a, 7833,    6.21
npf>chrimson, Long_Distance_Approach, phi, 10524,     6.2
npf>chrimson, Chase_hadar, decc, 10294,    6.19
npf>chrimson, not Jump, flipdv_cor, 887,    6.19
chrimson/+, Turn, closestfly_nose2ell_angle_min30to30, 115709,    6.18
chrimson/+, Song, dangle2wall, 469,    6.17
npf/+, Grooming, angleonclosestfly, 50245,    6.17
npf/+, Social_Clustering, dtheta, 4707,    6.17
npf>chrimson, Long_Distance_Approach, absyaw, 10524,    6.16
npf>chrimson, not Jump, veltoward_anglesub, 887,    6.16
chrimson/+, not Chase_hadar, closestfly_nose2tail, 13719,    6.16
npf>chrimson, not Short_distance_Approach, ecc, 2509,    6.15
npf/+, not Long_Distance_Approach, arena_r, 14142,    6.15
npf/+, not Long_Distance_Approach, dist2wall, 14142,    6.15
chrimson/+, Turn, closestfly_nose2ell_angle_min20to20, 115709,    6.15
chrimson/+, not Short_distance_Approach, phisideways, 2003,    6.14
chrimson/+, Long_Distance_Approach, absphidiff_anglesub, 9843,    6.14
npf/+, not Social_Clustering, closestfly_nose2ell_angle_min20to20, 4627,    6.13
npf>chrimson, not Grooming, absyaw, 47321,    6.13
chrimson/+, not Short_distance_Approach, signdtheta, 2003,    6.13
npf/+, Social_Clustering, dangle2wall, 4707,    6.13
npf>chrimson, Grooming, absthetadiff_nose2ell, 47391,    6.12
npf/+, not Turn, yaw, 127025,    6.12
npf>chrimson, Social_Clustering, dangle2wall, 5932,    6.12
npf/+, Song, dangle2wall, 527,    6.12
chrimson/+, Touch, absphidiff_anglesub, 16778,    6.12
npf/+, Chase_hadar, closestfly_nose2ell, 7833,    6.12
chrimson/+, Chase_hadar, a, 13799,     6.1
chrimson/+, not Short_distance_Approach, danglesub, 2003,    6.09
chrimson/+, Grooming, closestfly_anglesub, 56810,    6.07
npf>chrimson, not Jump, dv_ctr, 887,    6.07
chrimson/+, not Jump, ddist2wall, 434,    6.07
chrimson/+, Chase_hadar, closestfly_nose2tail, 13799,    6.06
npf>chrimson, not Turn, phi, 100683,    6.05
npf/+, not Short_distance_Approach, phisideways, 2605,    6.05
npf>chrimson, Long_Distance_Approach, dphi, 10524,    6.05
npf>chrimson, Social_Clustering, danglesub, 5932,    6.04
chrimson/+, not Walk, anglefrom1to2_anglesub, 26648,    6.04
npf>chrimson, not Chase_hadar, dphi, 10224,    6.04
chrimson/+, Jump, absthetadiff_anglesub, 510,    6.04
npf>chrimson, Chain_hadar, absanglefrom1to2_nose2ell, 1125,    6.03
npf/+, not Song, dphi, 450,    6.03
npf>chrimson, Chase_hadar, a, 10294,    6.02
chrimson/+, not Jump, absyaw, 434,    6.01
chrimson/+, Grooming, absanglefrom1to2_nose2ell, 56810,       6
npf>chrimson, not Touch, y, 16271,       6
npf>chrimson, Chase_hadar, closestfly_nose2tail, 10294,       6
chrimson/+, Turn, closestfly_nose2ell_angle_30tomin30, 115709,    5.99
npf>chrimson, Chain_hadar, closestfly_nose2ell_angle_min20to20, 1125,    5.99
chrimson/+, not Chase_hadar, closestfly_ell2nose, 13719,    5.98
chrimson/+, Chain_hadar, ecc, 1291,    5.97
npf>chrimson, Turn, anglesub, 100753,    5.97
npf/+, not Chase_hadar, closestfly_anglesub, 7753,    5.97
npf/+, not Stop, phisideways, 35071,    5.97
npf/+, Social_Clustering, a, 4707,    5.96
npf/+, not Stop, theta, 35071,    5.96
npf/+, not Stop, theta_mm, 35071,    5.96
npf>chrimson, not Jump, du_cor, 887,    5.95
chrimson/+, not Grooming, yaw, 56730,    5.95
npf>chrimson, Chase_hadar, anglesub, 10294,    5.95
chrimson/+, not Jump, phisideways, 434,    5.94
npf>chrimson, not Touch, x, 16271,    5.94
chrimson/+, Chase_hadar, closestfly_center, 13799,    5.94
npf/+, not Turn, theta, 127025,    5.93
npf/+, not Turn, theta_mm, 127025,    5.93
npf>chrimson, not Short_distance_Approach, corfrac_min, 2509,    5.92
npf/+, not Turn, closestfly_nose2ell_angle_min20to20, 127025,    5.91
npf>chrimson, Grooming, closestfly_anglesub, 47391,    5.91
chrimson/+, not Chase_hadar, closestfly_nose2ell, 13719,    5.91
chrimson/+, Chase_hadar, decc, 13799,    5.91
npf>chrimson, Grooming, yaw, 47391,    5.91
npf/+, Chase_hadar, closestfly_nose2ell_angle_30tomin30, 7833,     5.9
npf>chrimson, not Turn, angle2wall, 100683,     5.9
npf>chrimson, not Grooming, phi, 47321,     5.9
npf/+, not Turn, closestfly_nose2ell_angle_min30to30, 127025,    5.86
npf/+, Chase_hadar, anglesub, 7833,    5.86
npf/+, Chase_hadar, closestfly_center, 7833,    5.85
chrimson/+, Chain_hadar, closestfly_nose2tail, 1291,    5.85
npf>chrimson, Chain_hadar, closestfly_nose2ell_angle_min30to30, 1125,    5.85
chrimson/+, Jump, angleonclosestfly, 510,    5.84
npf>chrimson, not Short_distance_Approach, dnose2ell_angle_min30to30, 2509,    5.84
chrimson/+, Chain_hadar, angleonclosestfly, 1291,    5.84
npf/+, Chain_hadar, ecc, 1241,    5.83
npf>chrimson, not Chain_hadar, dnose2tail, 1055,    5.83
npf>chrimson, not Chain_hadar, dcenter, 1055,    5.82
npf>chrimson, not Short_distance_Approach, dnose2ell_angle_min20to20, 2509,    5.82
chrimson/+, Walk, anglefrom1to2_anglesub, 26728,     5.8
chrimson/+, Turn, absanglefrom1to2_nose2ell, 115709,     5.8
npf/+, not Touch, y_mm, 17512,     5.8
npf>chrimson, not Chain_hadar, dnose2ell, 1055,    5.79
npf/+, Grooming, anglesub, 50245,    5.78
npf>chrimson, not Chain_hadar, dell2nose, 1055,    5.78
chrimson/+, Touch, yaw, 16778,    5.78
chrimson/+, Short_distance_Approach, closestfly_nose2tail, 2083,    5.77
npf/+, Touch, phi, 17592,    5.77
chrimson/+, Turn, b, 115709,    5.76
chrimson/+, Social_Clustering, x, 7503,    5.75
npf/+, not Walk, anglefrom1to2_anglesub, 28232,    5.75
chrimson/+, not Touch, anglefrom1to2_nose2ell, 16698,    5.75
chrimson/+, Walk, x, 26728,    5.75
npf/+, not Short_distance_Approach, dphi, 2605,    5.74
npf/+, Social_Clustering, x, 4707,    5.74
npf>chrimson, Social_Clustering, x, 5932,    5.74
chrimson/+, not Song, corfrac_maj, 394,    5.73
chrimson/+, Social_Clustering, y, 7503,    5.73
npf/+, not Touch, ynose_mm, 17512,    5.72
chrimson/+, Touch, corfrac_maj, 16778,    5.72
npf>chrimson, Song, x, 371,    5.72
chrimson/+, not Stop, corfrac_maj, 36019,    5.71
chrimson/+, Grooming, anglefrom1to2_nose2ell, 56810,    5.71
npf/+, not Touch, x_mm, 17512,    5.71
chrimson/+, Social_Clustering, danglesub, 7503,    5.71
npf>chrimson, Social_Clustering, y, 5932,    5.71
npf/+, Jump, closestfly_nose2ell_angle_min30to30, 1293,     5.7
npf/+, Social_Clustering, y, 4707,     5.7
npf/+, not Chase_hadar, b, 7753,     5.7
npf>chrimson, not Song, ecc, 303,     5.7
chrimson/+, Chase_hadar, closestfly_nose2ell, 13799,    5.69
npf/+, Jump, db, 1293,    5.69
npf>chrimson, Grooming, absanglefrom1to2_nose2ell, 47391,    5.69
npf>chrimson, not Touch, arena_angle, 16271,    5.69
chrimson/+, not Turn, closestfly_nose2ell_angle_min20to20, 115629,    5.68
npf>chrimson, Stop, signdtheta, 34371,    5.67
npf>chrimson, not Jump, veltoward_nose2ell, 887,    5.67
npf>chrimson, Chase_hadar, closestfly_nose2ell, 10294,    5.67
npf/+, not Social_Clustering, angle2wall, 4627,    5.66
chrimson/+, Walk, y, 26728,    5.66
npf>chrimson, Jump, anglefrom1to2_anglesub, 956,    5.66
npf/+, Song, x, 527,    5.66
npf/+, Chain_hadar, angleonclosestfly, 1241,    5.65
npf/+, not Stop, arena_angle, 35071,    5.65
npf>chrimson, not Short_distance_Approach, yaw, 2509,    5.65
npf>chrimson, Song, y, 371,    5.65
npf/+, Touch, closestfly_nose2ell_angle_30tomin30, 17592,    5.64
npf/+, not Touch, xnose_mm, 17512,    5.64
chrimson/+, Grooming, closestfly_nose2ell_angle_min20to20, 56810,    5.64
npf>chrimson, Grooming, anglefrom1to2_nose2ell, 47391,    5.63
npf>chrimson, Walk, anglefrom1to2_anglesub, 27454,    5.63
npf/+, Song, y, 527,    5.63
npf>chrimson, Chase_hadar, closestfly_center, 10294,    5.62
npf/+, not Song, yaw, 450,    5.62
npf/+, Chain_hadar, closestfly_nose2tail, 1241,    5.61
npf/+, Grooming, absyaw, 50245,    5.61
npf/+, not Touch, angle2wall, 17512,    5.61
chrimson/+, Chain_hadar, theta, 1291,    5.61
chrimson/+, Chain_hadar, theta_mm, 1291,    5.61
chrimson/+, Song, x, 469,    5.61
chrimson/+, not Turn, closestfly_nose2ell_angle_min30to30, 115629,    5.61
npf>chrimson, not Turn, closestfly_nose2ell_angle_min20to20, 100683,     5.6
npf>chrimson, not Song, absyaw, 303,     5.6
chrimson/+, Song, y, 469,     5.6
npf>chrimson, Walk, angle2wall, 27454,    5.59
chrimson/+, not Chase_hadar, phi, 13719,    5.59
npf>chrimson, Social_Clustering, nflies_close, 5932,    5.59
chrimson/+, Chase_hadar, closestfly_ell2nose, 13799,    5.58
chrimson/+, Turn, nflies_close, 115709,    5.58
chrimson/+, Grooming, closestfly_nose2ell_angle_min30to30, 56810,    5.58
npf/+, Turn, anglefrom1to2_nose2ell, 127105,    5.58
npf>chrimson, not Turn, closestfly_nose2ell_angle_min30to30, 100683,    5.57
chrimson/+, not Walk, x, 26648,    5.57
chrimson/+, not Chase_hadar, y_mm, 13719,    5.57
npf/+, not Walk, x, 28232,    5.55
npf>chrimson, not Jump, du_ctr, 887,    5.55
npf/+, Grooming, decc, 50245,    5.55
chrimson/+, Song, danglesub, 469,    5.54
npf>chrimson, not Walk, x, 27384,    5.54
chrimson/+, Chase_hadar, closestfly_nose2ell_angle_30tomin30, 13799,    5.54
npf>chrimson, Turn, anglefrom1to2_nose2ell, 100753,    5.54
npf/+, Grooming, closestfly_nose2ell_angle_30tomin30, 50245,    5.54
chrimson/+, not Chain_hadar, phisideways, 1211,    5.54
npf>chrimson, Short_distance_Approach, angleonclosestfly, 2579,    5.54
npf>chrimson, Turn, anglefrom1to2_anglesub, 100753,    5.53
npf>chrimson, not Short_distance_Approach, corfrac_maj, 2509,    5.53
chrimson/+, not Chase_hadar, x_mm, 13719,    5.53
npf>chrimson, not Chase_hadar, absyaw, 10224,    5.52
npf/+, not Turn, absthetadiff_nose2ell, 127025,    5.52
chrimson/+, not Walk, y, 26648,    5.52
npf>chrimson, Chase_hadar, closestfly_nose2ell_angle_30tomin30, 10294,    5.52
npf/+, Stop, x, 35151,    5.51
npf/+, Social_Clustering, arena_angle, 4707,    5.51
npf>chrimson, Social_Clustering, arena_angle, 5932,    5.51
npf/+, Touch, absphidiff_anglesub, 17592,    5.51
npf/+, not Walk, y, 28232,     5.5
npf/+, not Stop, anglefrom1to2_nose2ell, 35071,     5.5
npf>chrimson, not Walk, y, 27384,    5.49
npf>chrimson, Song, arena_angle, 371,    5.49
npf/+, not Long_Distance_Approach, b, 14142,    5.48
chrimson/+, not Turn, angle2wall, 115629,    5.48
npf/+, Stop, y, 35151,    5.48
npf/+, Song, arena_angle, 527,    5.48
npf/+, Turn, nflies_close, 127105,    5.48
chrimson/+, Turn, absthetadiff_anglesub, 115709,    5.47
npf/+, Chase_hadar, closestfly_ell2nose, 7833,    5.47
chrimson/+, Touch, phi, 16778,    5.47
npf>chrimson, Walk, theta, 27454,    5.46
npf>chrimson, Walk, theta_mm, 27454,    5.46
npf>chrimson, Touch, absphidiff_nose2ell, 16341,    5.46
chrimson/+, Song, arena_angle, 469,    5.46
npf>chrimson, not Long_Distance_Approach, x_mm, 10454,    5.45
npf>chrimson, not Chain_hadar, dnose2ell_angle_30tomin30, 1055,    5.45
npf/+, not Song, danglesub, 450,    5.45
npf>chrimson, not Turn, theta, 100683,    5.44
npf>chrimson, not Turn, theta_mm, 100683,    5.44
chrimson/+, Social_Clustering, nflies_close, 7503,    5.44
chrimson/+, Chain_hadar, closestfly_nose2ell, 1291,    5.44
chrimson/+, not Chase_hadar, ynose_mm, 13719,    5.44
chrimson/+, not Song, signdtheta, 394,    5.43
npf/+, Short_distance_Approach, closestfly_nose2tail, 2685,    5.41
npf>chrimson, not Chain_hadar, corfrac_maj, 1055,    5.41
chrimson/+, not Long_Distance_Approach, arena_r, 9763,    5.41
chrimson/+, not Long_Distance_Approach, dist2wall, 9763,    5.41
npf/+, not Stop, y, 35071,     5.4
chrimson/+, not Chase_hadar, xnose_mm, 13719,     5.4
chrimson/+, Chain_hadar, closestfly_ell2nose, 1291,     5.4
npf/+, not Jump, corfrac_maj, 1214,    5.39
npf/+, not Stop, x, 35071,    5.39
npf>chrimson, not Long_Distance_Approach, xnose_mm, 10454,    5.39
npf/+, not Stop, corfrac_maj, 35071,    5.39
npf>chrimson, Social_Clustering, phi, 5932,    5.38
npf/+, not Song, corfrac_maj, 450,    5.38
npf>chrimson, Grooming, closestfly_nose2ell_angle_min30to30, 47391,    5.37
chrimson/+, not Turn, dphi, 115629,    5.37
npf/+, not Song, velmag, 450,    5.37
npf/+, Social_Clustering, danglesub, 4707,    5.37
npf>chrimson, not Long_Distance_Approach, y_mm, 10454,    5.36
chrimson/+, Grooming, angleonclosestfly, 56810,    5.36
npf/+, not Touch, closestfly_nose2ell_angle_min30to30, 17512,    5.36
npf>chrimson, Turn, nflies_close, 100753,    5.35
npf>chrimson, not Social_Clustering, signdtheta, 5862,    5.35
npf/+, not Stop, closestfly_anglesub, 35071,    5.35
chrimson/+, not Song, a, 394,    5.34
npf>chrimson, Chain_hadar, angleonclosestfly, 1125,    5.34
npf>chrimson, Grooming, closestfly_nose2ell_angle_min20to20, 47391,    5.34
npf>chrimson, not Touch, angleonclosestfly, 16271,    5.33
npf>chrimson, Stop, x, 34371,    5.33
chrimson/+, Social_Clustering, arena_angle, 7503,    5.33
npf>chrimson, Chain_hadar, decc, 1125,    5.31
chrimson/+, not Grooming, absyaw, 56730,    5.31
chrimson/+, Grooming, decc, 56810,     5.3
npf/+, Grooming, closestfly_center, 50245,     5.3
npf>chrimson, not Long_Distance_Approach, ynose_mm, 10454,    5.29
npf>chrimson, Stop, y, 34371,    5.29
npf/+, Walk, anglefrom1to2_nose2ell, 28312,    5.27
chrimson/+, Touch, absyaw, 16778,    5.27
npf/+, not Chain_hadar, yaw, 1161,    5.27
npf/+, Grooming, x, 50245,    5.27
chrimson/+, Stop, x, 36099,    5.27
npf/+, not Long_Distance_Approach, dcenter, 14142,    5.27
chrimson/+, not Walk, arena_angle, 26648,    5.26
chrimson/+, not Walk, anglefrom1to2_nose2ell, 26648,    5.26
npf>chrimson, not Walk, arena_angle, 27384,    5.26
chrimson/+, Grooming, closestfly_nose2ell_angle_30tomin30, 56810,    5.24
chrimson/+, Jump, nflies_close, 510,    5.24
npf/+, not Chase_hadar, absthetadiff_anglesub, 7753,    5.23
chrimson/+, not Social_Clustering, y_mm, 7423,    5.23
npf/+, not Touch, closestfly_nose2ell_angle_min20to20, 17512,    5.23
npf/+, Grooming, y, 50245,    5.22
npf>chrimson, not Song, danglesub, 303,    5.22
npf/+, not Walk, arena_angle, 28232,    5.21
chrimson/+, Stop, y, 36099,    5.21
npf>chrimson, not Jump, ddist2wall, 887,    5.21
npf/+, Walk, absanglefrom1to2_nose2ell, 28312,    5.21
npf>chrimson, Stop, arena_angle, 34371,     5.2
npf/+, not Long_Distance_Approach, dnose2tail, 14142,     5.2
npf/+, not Chase_hadar, dphi, 7753,     5.2
npf/+, Stop, arena_angle, 35151,     5.2
npf/+, not Song, phisideways, 450,    5.19
chrimson/+, not Chase_hadar, absanglefrom1to2_nose2ell, 13719,    5.18
npf/+, not Song, velmag_ctr, 450,    5.18
npf>chrimson, not Jump, du_tail, 887,    5.18
chrimson/+, not Turn, theta, 115629,    5.18
chrimson/+, not Turn, theta_mm, 115629,    5.18
chrimson/+, Grooming, closestfly_center, 56810,    5.17
npf/+, Grooming, closestfly_nose2tail, 50245,    5.16
chrimson/+, not Turn, absthetadiff_nose2ell, 115629,    5.16
npf>chrimson, not Jump, magveldiff_nose2ell, 887,    5.16
chrimson/+, not Social_Clustering, x_mm, 7423,    5.16
npf>chrimson, not Chase_hadar, anglefrom1to2_anglesub, 10224,    5.15
chrimson/+, Touch, closestfly_nose2ell_angle_30tomin30, 16778,    5.15
chrimson/+, not Chain_hadar, dphi, 1211,    5.15
npf/+, Stop, angle2wall, 35151,    5.15
npf/+, Touch, yaw, 17592,    5.14
npf/+, not Song, corfrac_min, 450,    5.14
npf/+, not Stop, b, 35071,    5.13
npf/+, Touch, closestfly_center, 17592,    5.13
npf>chrimson, not Jump, corfrac_maj, 887,    5.13
npf/+, not Long_Distance_Approach, dell2nose, 14142,    5.12
npf/+, Grooming, closestfly_nose2ell, 50245,    5.11
npf>chrimson, Touch, absphidiff_anglesub, 16341,    5.11
npf/+, not Long_Distance_Approach, dnose2ell, 14142,    5.11
npf/+, not Turn, closestfly_anglesub, 127025,     5.1
chrimson/+, not Short_distance_Approach, yaw, 2003,    5.09
npf/+, not Social_Clustering, arena_r, 4627,    5.09
npf/+, not Social_Clustering, dist2wall, 4627,    5.09
npf>chrimson, Grooming, angleonclosestfly, 47391,    5.09
npf>chrimson, not Long_Distance_Approach, corfrac_maj, 10454,    5.08
npf>chrimson, Touch, yaw, 16341,    5.08
chrimson/+, Chain_hadar, decc, 1291,    5.07
npf/+, Walk, closestfly_nose2ell_angle_min30to30, 28312,    5.07
chrimson/+, Grooming, anglesub, 56810,    5.07
chrimson/+, Walk, arena_angle, 26728,    5.07
npf/+, Grooming, ecc, 50245,    5.06
npf>chrimson, Chase_hadar, closestfly_ell2nose, 10294,    5.06
npf/+, Grooming, closestfly_ell2nose, 50245,    5.06
npf/+, not Chain_hadar, corfrac_maj, 1161,    5.06
chrimson/+, not Social_Clustering, ynose_mm, 7423,    5.06
chrimson/+, not Touch, angleonclosestfly, 16698,    5.06
chrimson/+, Chain_hadar, a, 1291,    5.05
npf>chrimson, not Chain_hadar, dnose2ell_angle_min20to20, 1055,    5.05
chrimson/+, Chain_hadar, closestfly_nose2ell_angle_30tomin30, 1291,    5.05
chrimson/+, Stop, arena_angle, 36099,    5.05
npf>chrimson, not Chain_hadar, dnose2ell_angle_min30to30, 1055,    5.05
npf/+, Touch, closestfly_nose2ell, 17592,    5.04
npf>chrimson, Chain_hadar, a, 1125,    5.03
npf/+, Grooming, arena_angle, 50245,    5.02
